    customer_id,tenure_months,monthly_charges,usage_drop_pct,support_tickets,days_since_last_purchase,contract_type,payment_method,churn
    CUST-18543,47,107.89,0.55,1,6,Month-to-Month,Bank Transfer,1
    CUST-18544,43,88.77,0.0,3,3,Month-to-Month,Credit Card,0
    CUST-18545,36,69.67,0.5,3,3,Month-to-Month,Credit Card,1
    CUST-18546,26,78.59,0.33,1,23,One-Year,Bank Transfer,0
    CUST-18547,10,21.69,0.03,2,73,Two-Year,Bank Transfer,1
    CUST-18548,31,120.17,0.39,0,33,One-Year,Electronic Check,0
    CUST-18549,29,25.33,0.7,2,36,Month-to-Month,Electronic Check,1
    CUST-18550,5,127.81,0.45,4,64,Month-to-Month,Bank Transfer,1
    CUST-18551,1,90.33,0.58,1,12,Two-Year,Bank Transfer,1
    CUST-18552,3,88.62,0.58,3,62,Month-to-Month,Bank Transfer,1
    CUST-18553,67,111.6,0.6,2,26,Month-to-Month,Bank Transfer,1
    CUST-18554,71,131.74,0.35,3,37,Month-to-Month,Bank Transfer,1
    CUST-18555,35,142.54,0.33,0,114,Month-to-Month,Credit Card,1
    CUST-18556,15,90.64,0.0,3,48,Two-Year,Bank Transfer,0
    CUST-18557,67,39.59,0.14,2,74,Month-to-Month,Bank Transfer,0
    CUST-18558,30,134.22,0.86,1,44,One-Year,Electronic Check,1
    CUST-18559,43,25.29,0.76,1,11,Month-to-Month,Credit Card,1
    CUST-18560,60,124.95,0.25,4,83,Month-to-Month,Electronic Check,1
    CUST-18561,40,108.45,0.36,6,69,One-Year,Bank Transfer,1
    CUST-18562,65,137.61,0.85,2,24,Two-Year,Bank Transfer,1
    CUST-18563,29,136.67,0.23,4,99,Month-to-Month,Bank Transfer,1
    CUST-18564,19,26.91,0.48,3,92,One-Year,Bank Transfer,1
    CUST-18565,3,99.23,0.02,3,94,Two-Year,Bank Transfer,1
    CUST-18566,36,36.21,0.56,0,19,Two-Year,Credit Card,0
    CUST-18567,43,30.2,0.84,2,70,Month-to-Month,Credit Card,1
    CUST-18568,15,78.28,0.8,1,56,Month-to-Month,Credit Card,1
    CUST-18569,41,32.69,0.45,2,49,One-Year,Credit Card,0
    CUST-18570,36,114.63,0.58,1,119,One-Year,Credit Card,1
    CUST-18571,33,145.96,0.51,3,109,Month-to-Month,Electronic Check,1
    CUST-18572,5,94.05,0.06,2,103,Month-to-Month,Electronic Check,1
    CUST-18573,14,50.57,0.14,3,83,One-Year,Credit Card,1
    CUST-18574,68,129.62,0.87,1,115,Month-to-Month,Bank Transfer,1
    CUST-18575,47,130.9,0.23,3,57,Month-to-Month,Bank Transfer,1
    CUST-18576,54,115.26,0.35,3,95,One-Year,Bank Transfer,1
    CUST-18577,4,99.97,0.46,2,108,One-Year,Credit Card,1
    CUST-18578,9,132.81,0.88,5,11,Month-to-Month,Credit Card,1
    CUST-18579,53,41.23,0.62,1,63,Two-Year,Bank Transfer,0
    CUST-18580,60,141.11,0.57,1,81,Month-to-Month,Electronic Check,1
    CUST-18581,46,143.14,0.47,3,17,Month-to-Month,Electronic Check,1
    CUST-18582,54,133.36,0.63,1,114,Two-Year,Electronic Check,1
    CUST-18583,37,52.59,0.6,2,15,Month-to-Month,Electronic Check,1
    CUST-18584,23,131.56,0.81,1,70,Month-to-Month,Bank Transfer,1
    CUST-18585,27,84.69,0.49,2,62,Month-to-Month,Electronic Check,1
    CUST-18586,70,97.34,0.38,2,32,Month-to-Month,Credit Card,1
    CUST-18587,66,129.28,0.73,1,40,Month-to-Month,Credit Card,1
    CUST-18588,61,23.85,0.72,2,11,Two-Year,Credit Card,0
    CUST-18589,51,67.18,0.15,1,13,Month-to-Month,Electronic Check,0
    CUST-18590,50,126.04,0.21,1,81,Month-to-Month,Credit Card,1
    CUST-18591,19,125.81,0.86,3,28,Two-Year,Credit Card,1
    CUST-18592,1,130.33,0.4,1,113,Month-to-Month,Credit Card,1
    CUST-18593,40,42.0,0.47,2,82,One-Year,Credit Card,1
    CUST-18594,32,111.77,0.28,2,28,Month-to-Month,Bank Transfer,1
    CUST-18595,22,39.05,0.43,1,48,Two-Year,Electronic Check,1
    CUST-18596,66,122.06,0.67,3,55,Month-to-Month,Electronic Check,1
    CUST-18597,40,51.87,0.43,0,16,One-Year,Electronic Check,0
    CUST-18598,38,115.92,0.28,3,36,Two-Year,Bank Transfer,0
    CUST-18599,48,79.15,0.09,2,113,Month-to-Month,Electronic Check,1
    CUST-18600,55,148.21,0.84,2,40,Two-Year,Bank Transfer,1
    CUST-18601,55,95.39,0.78,2,20,One-Year,Credit Card,0
    CUST-18602,51,102.24,0.71,2,103,Two-Year,Bank Transfer,1
    CUST-18603,60,67.86,0.62,2,91,Two-Year,Electronic Check,1
    CUST-18604,8,115.49,0.46,0,104,Month-to-Month,Bank Transfer,1
    CUST-18605,68,84.34,0.81,4,97,One-Year,Bank Transfer,1
    CUST-18606,9,22.35,0.71,2,2,Two-Year,Credit Card,1
    CUST-18607,2,99.12,0.73,2,77,Month-to-Month,Bank Transfer,1
    CUST-18608,70,127.96,0.28,6,2,One-Year,Bank Transfer,0
    CUST-18609,59,50.78,0.38,3,101,Month-to-Month,Bank Transfer,1
    CUST-18610,19,48.74,0.64,2,69,One-Year,Bank Transfer,1
    CUST-18611,28,99.16,0.33,6,70,One-Year,Electronic Check,1
    CUST-18612,14,126.34,0.44,3,50,One-Year,Credit Card,1
    CUST-18613,24,52.45,0.58,1,96,Two-Year,Bank Transfer,1
    CUST-18614,44,141.19,0.39,1,48,Month-to-Month,Credit Card,1
    CUST-18615,56,140.56,0.71,2,24,One-Year,Credit Card,1
    CUST-18616,51,46.07,0.1,4,81,Month-to-Month,Electronic Check,1
    CUST-18617,32,54.29,0.65,2,9,Two-Year,Bank Transfer,1
    CUST-18618,50,111.08,0.13,2,117,Two-Year,Bank Transfer,1
    CUST-18619,41,143.73,0.84,1,40,Two-Year,Electronic Check,1
    CUST-18620,66,112.28,0.28,4,40,Two-Year,Electronic Check,0
    CUST-18621,25,77.84,0.72,2,2,Two-Year,Electronic Check,1
    CUST-18622,61,41.97,0.47,1,73,Two-Year,Credit Card,1
    CUST-18623,66,79.93,0.08,1,6,Month-to-Month,Bank Transfer,0
    CUST-18624,42,98.88,0.52,1,19,Month-to-Month,Bank Transfer,1
    CUST-18625,65,63.02,0.82,6,97,Two-Year,Bank Transfer,1
    CUST-18626,36,86.33,0.14,4,19,One-Year,Electronic Check,0
    CUST-18627,9,36.93,0.29,2,33,Two-Year,Credit Card,0
    CUST-18628,36,78.78,0.4,3,117,One-Year,Credit Card,1
    CUST-18629,38,31.8,0.25,1,109,Month-to-Month,Electronic Check,1
    CUST-18630,33,26.38,0.85,2,61,Two-Year,Bank Transfer,1
    CUST-18631,42,131.44,0.34,2,30,One-Year,Bank Transfer,0
    CUST-18632,61,46.66,0.59,3,103,One-Year,Credit Card,1
    CUST-18633,46,94.77,0.2,2,117,Month-to-Month,Credit Card,1
    CUST-18634,61,39.37,0.2,4,62,One-Year,Bank Transfer,0
    CUST-18635,18,54.13,0.16,1,13,Month-to-Month,Electronic Check,1
    CUST-18636,70,66.97,0.39,5,18,Two-Year,Electronic Check,0
    CUST-18637,15,38.68,0.48,0,2,Two-Year,Credit Card,0
    CUST-18638,48,25.98,0.01,2,3,Month-to-Month,Electronic Check,0
    CUST-18639,13,134.03,0.75,1,6,Month-to-Month,Electronic Check,1
    CUST-18640,43,21.54,0.46,2,28,Month-to-Month,Bank Transfer,1
    CUST-18641,60,27.97,0.14,1,77,One-Year,Bank Transfer,0
    CUST-18642,57,124.66,0.06,1,84,Two-Year,Electronic Check,0
    CUST-18643,71,56.66,0.06,0,32,Month-to-Month,Credit Card,0
    CUST-18644,17,113.97,0.23,4,60,Month-to-Month,Bank Transfer,1
    CUST-18645,50,39.01,0.45,2,31,Two-Year,Bank Transfer,1
    CUST-18646,32,50.85,0.77,4,61,Month-to-Month,Bank Transfer,1
    CUST-18647,22,94.46,0.81,1,9,Month-to-Month,Credit Card,1
    CUST-18648,55,148.52,0.75,6,67,Month-to-Month,Bank Transfer,1
    CUST-18649,57,29.55,0.3,4,54,Two-Year,Bank Transfer,1
    CUST-18650,13,72.07,0.28,5,95,Month-to-Month,Electronic Check,1
    CUST-18651,47,25.6,0.89,0,79,Month-to-Month,Credit Card,1
    CUST-18652,62,45.9,0.61,4,68,Two-Year,Electronic Check,1
    CUST-18653,54,137.97,0.27,2,113,Month-to-Month,Electronic Check,1
    CUST-18654,29,32.54,0.3,4,17,One-Year,Electronic Check,0
    CUST-18655,22,131.39,0.39,2,109,Month-to-Month,Electronic Check,1
    CUST-18656,65,43.11,0.56,1,59,One-Year,Electronic Check,0
    CUST-18657,29,132.03,0.81,4,31,Month-to-Month,Electronic Check,1
    CUST-18658,48,89.94,0.18,4,93,One-Year,Bank Transfer,1
    CUST-18659,5,134.17,0.08,0,75,Month-to-Month,Credit Card,1
    CUST-18660,35,39.72,0.37,0,61,One-Year,Electronic Check,1
    CUST-18661,71,119.06,0.22,1,96,One-Year,Credit Card,0
    CUST-18662,46,108.49,0.52,1,40,Two-Year,Credit Card,0
    CUST-18663,35,90.58,0.63,1,3,Month-to-Month,Bank Transfer,1
    CUST-18664,45,125.38,0.28,2,50,One-Year,Credit Card,1
    CUST-18665,13,104.28,0.62,0,1,Two-Year,Credit Card,0
    CUST-18666,10,134.02,0.31,0,8,Month-to-Month,Credit Card,1
    CUST-18667,66,69.54,0.57,5,62,Month-to-Month,Credit Card,1
    CUST-18668,70,96.69,0.57,3,64,One-Year,Bank Transfer,1
    CUST-18669,25,133.18,0.25,4,41,Month-to-Month,Bank Transfer,1
    CUST-18670,44,47.93,0.57,3,17,Month-to-Month,Electronic Check,1
    CUST-18671,60,83.15,0.34,1,72,Month-to-Month,Credit Card,1
    CUST-18672,47,144.9,0.3,2,43,Two-Year,Credit Card,1
    CUST-18673,40,81.57,0.26,1,97,Month-to-Month,Bank Transfer,1
    CUST-18674,7,52.87,0.31,1,90,Month-to-Month,Bank Transfer,1
    CUST-18675,46,65.64,0.71,2,2,Month-to-Month,Bank Transfer,1
    CUST-18676,23,135.06,0.22,2,47,Two-Year,Credit Card,1
    CUST-18677,46,144.13,0.61,2,60,Month-to-Month,Bank Transfer,1
    CUST-18678,13,143.51,0.81,3,49,Month-to-Month,Credit Card,1
    CUST-18679,21,110.86,0.32,3,93,Two-Year,Bank Transfer,1
    CUST-18680,1,86.25,0.03,1,15,One-Year,Credit Card,0
    CUST-18681,19,43.75,0.02,1,94,Two-Year,Electronic Check,0
    CUST-18682,60,36.02,0.13,1,50,Month-to-Month,Bank Transfer,0
    CUST-18683,33,27.77,0.1,2,108,Month-to-Month,Electronic Check,1
    CUST-18684,4,22.3,0.67,2,46,Two-Year,Bank Transfer,1
    CUST-18685,3,134.16,0.27,2,76,Two-Year,Bank Transfer,1
    CUST-18686,52,125.18,0.59,2,2,One-Year,Credit Card,0
    CUST-18687,28,93.82,0.04,2,85,Two-Year,Electronic Check,0
    CUST-18688,70,149.83,0.27,0,29,Two-Year,Credit Card,0
    CUST-18689,70,143.9,0.21,0,29,Month-to-Month,Credit Card,0
    CUST-18690,55,105.16,0.25,1,80,Two-Year,Credit Card,0
    CUST-18691,57,80.39,0.17,1,115,Month-to-Month,Credit Card,1
    CUST-18692,16,39.78,0.56,1,95,Two-Year,Bank Transfer,1
    CUST-18693,24,87.03,0.6,1,61,Month-to-Month,Credit Card,1
    CUST-18694,69,40.51,0.13,3,97,Month-to-Month,Bank Transfer,1
    CUST-18695,41,71.8,0.67,6,66,One-Year,Bank Transfer,1
    CUST-18696,47,142.54,0.23,2,44,Two-Year,Credit Card,0
    CUST-18697,69,64.46,0.25,1,4,Month-to-Month,Bank Transfer,0
    CUST-18698,31,39.86,0.75,0,39,Month-to-Month,Electronic Check,1
    CUST-18699,30,95.71,0.81,0,60,One-Year,Electronic Check,1
    CUST-18700,18,98.31,0.74,2,49,Month-to-Month,Electronic Check,1
    CUST-18701,44,45.19,0.13,2,5,Month-to-Month,Electronic Check,0
    CUST-18702,27,45.56,0.9,3,66,Month-to-Month,Bank Transfer,1
    CUST-18703,26,148.64,0.6,3,45,Month-to-Month,Bank Transfer,1
    CUST-18704,60,51.63,0.46,4,60,One-Year,Electronic Check,1
    CUST-18705,18,128.96,0.86,4,8,Month-to-Month,Electronic Check,1
    CUST-18706,56,81.14,0.74,2,50,Two-Year,Electronic Check,1
    CUST-18707,31,76.55,0.62,1,36,Month-to-Month,Electronic Check,1
    CUST-18708,59,58.35,0.75,1,70,Two-Year,Bank Transfer,1
    CUST-18709,2,120.6,0.35,3,41,One-Year,Electronic Check,1
    CUST-18710,39,134.49,0.62,3,10,Month-to-Month,Electronic Check,1
    CUST-18711,61,53.95,0.17,0,36,Month-to-Month,Credit Card,0
    CUST-18712,63,32.36,0.89,0,68,Month-to-Month,Credit Card,1
    CUST-18713,18,37.8,0.53,0,103,Month-to-Month,Bank Transfer,1
    CUST-18714,17,123.06,0.73,1,14,Month-to-Month,Electronic Check,1
    CUST-18715,39,76.66,0.37,2,76,One-Year,Electronic Check,0
    CUST-18716,71,37.15,0.68,3,111,Two-Year,Credit Card,1
    CUST-18717,54,64.24,0.35,1,17,Month-to-Month,Electronic Check,1
    CUST-18718,35,86.85,0.53,3,21,Month-to-Month,Electronic Check,1
    CUST-18719,11,130.77,0.7,3,117,Two-Year,Electronic Check,1
    CUST-18720,61,103.43,0.1,2,77,One-Year,Credit Card,0
    CUST-18721,44,42.88,0.32,4,97,Month-to-Month,Credit Card,1
    CUST-18722,68,40.63,0.49,2,54,Month-to-Month,Electronic Check,1
    CUST-18723,25,73.6,0.3,2,13,Month-to-Month,Electronic Check,1
    CUST-18724,48,29.78,0.28,1,48,Month-to-Month,Electronic Check,1
    CUST-18725,32,118.23,0.25,1,45,Two-Year,Electronic Check,0
    CUST-18726,4,72.19,0.21,2,9,One-Year,Bank Transfer,1
    CUST-18727,38,64.59,0.76,3,55,Two-Year,Credit Card,1
    CUST-18728,63,86.18,0.83,2,50,Two-Year,Bank Transfer,1
    CUST-18729,47,112.16,0.63,3,112,Month-to-Month,Bank Transfer,1
    CUST-18730,1,94.02,0.03,1,20,Month-to-Month,Bank Transfer,1
    CUST-18731,3,124.31,0.71,0,108,Two-Year,Bank Transfer,1
    CUST-18732,62,101.82,0.48,4,40,Month-to-Month,Electronic Check,1
    CUST-18733,64,122.44,0.68,1,1,Month-to-Month,Electronic Check,1
    CUST-18734,17,110.58,0.39,2,77,Month-to-Month,Electronic Check,1
    CUST-18735,62,45.11,0.04,5,86,Month-to-Month,Electronic Check,1
    CUST-18736,35,26.81,0.61,3,115,Month-to-Month,Credit Card,1
    CUST-18737,13,137.44,0.4,1,77,Month-to-Month,Credit Card,1
    CUST-18738,35,142.94,0.79,4,64,Month-to-Month,Electronic Check,1
    CUST-18739,43,114.5,0.66,0,35,Month-to-Month,Electronic Check,1
    CUST-18740,2,114.15,0.32,2,65,Month-to-Month,Electronic Check,1
    CUST-18741,56,55.12,0.65,3,110,Month-to-Month,Electronic Check,1
    CUST-18742,51,90.52,0.45,3,53,Month-to-Month,Electronic Check,1
    CUST-18743,54,148.99,0.18,0,97,One-Year,Credit Card,0
    CUST-18744,16,131.3,0.38,0,61,Two-Year,Credit Card,1
    CUST-18745,18,59.57,0.2,1,5,Two-Year,Electronic Check,0
    CUST-18746,7,59.14,0.0,2,94,Two-Year,Credit Card,1
    CUST-18747,45,82.87,0.22,2,69,One-Year,Credit Card,0
    CUST-18748,36,72.6,0.19,2,107,Two-Year,Bank Transfer,1
    CUST-18749,41,68.25,0.0,3,89,Two-Year,Electronic Check,1
    CUST-18750,42,101.51,0.71,5,60,One-Year,Electronic Check,1
    CUST-18751,7,21.49,0.07,2,90,One-Year,Credit Card,0
    CUST-18752,15,119.23,0.4,2,19,Month-to-Month,Credit Card,1
    CUST-18753,60,116.21,0.38,1,76,Month-to-Month,Credit Card,1
    CUST-18754,40,127.94,0.16,2,57,Month-to-Month,Credit Card,1
    CUST-18755,37,129.39,0.87,4,8,One-Year,Electronic Check,1
    CUST-18756,66,93.63,0.54,3,74,Month-to-Month,Credit Card,1
    CUST-18757,55,121.41,0.73,4,18,Two-Year,Credit Card,1
    CUST-18758,56,84.01,0.45,2,105,Month-to-Month,Electronic Check,1
    CUST-18759,44,143.7,0.65,3,11,Month-to-Month,Credit Card,1
    CUST-18760,57,44.79,0.87,2,62,Month-to-Month,Bank Transfer,1
    CUST-18761,6,139.03,0.31,1,30,One-Year,Electronic Check,0
    CUST-18762,32,53.61,0.45,3,5,Month-to-Month,Credit Card,1
    CUST-18763,18,33.35,0.46,2,88,Month-to-Month,Credit Card,1
    CUST-18764,68,77.08,0.89,1,109,One-Year,Electronic Check,1
    CUST-18765,7,99.94,0.21,2,77,Two-Year,Credit Card,1
    CUST-18766,8,50.03,0.61,3,56,One-Year,Bank Transfer,1
    CUST-18767,64,92.25,0.12,3,36,Month-to-Month,Bank Transfer,1
    CUST-18768,7,125.03,0.83,2,113,One-Year,Electronic Check,1
    CUST-18769,41,53.42,0.53,4,27,One-Year,Bank Transfer,1
    CUST-18770,40,95.44,0.77,1,32,Month-to-Month,Electronic Check,1
    CUST-18771,3,64.11,0.81,2,14,Month-to-Month,Bank Transfer,1
    CUST-18772,17,88.87,0.5,0,41,Two-Year,Electronic Check,1
    CUST-18773,66,106.7,0.61,1,118,Two-Year,Credit Card,1
    CUST-18774,52,65.55,0.63,8,66,Month-to-Month,Credit Card,1
    CUST-18775,22,149.28,0.41,3,4,One-Year,Electronic Check,1
    CUST-18776,4,93.29,0.39,0,11,Month-to-Month,Bank Transfer,1
    CUST-18777,6,127.18,0.17,2,106,One-Year,Electronic Check,1
    CUST-18778,38,114.27,0.35,1,101,Month-to-Month,Credit Card,1
    CUST-18779,26,130.86,0.89,2,48,Month-to-Month,Electronic Check,1
    CUST-18780,11,42.59,0.24,1,102,Month-to-Month,Credit Card,1
    CUST-18781,17,48.93,0.69,0,37,One-Year,Electronic Check,1
    CUST-18782,31,83.36,0.05,1,13,Month-to-Month,Electronic Check,0
    CUST-18783,35,130.8,0.42,5,73,Month-to-Month,Bank Transfer,1
    CUST-18784,16,45.69,0.05,6,42,One-Year,Credit Card,1
    CUST-18785,18,146.24,0.43,1,27,Two-Year,Electronic Check,1
    CUST-18786,62,36.59,0.02,1,66,Two-Year,Electronic Check,0
    CUST-18787,27,42.76,0.55,0,47,Month-to-Month,Bank Transfer,1
    CUST-18788,35,41.74,0.53,0,91,One-Year,Electronic Check,1
    CUST-18789,45,96.18,0.72,0,76,Two-Year,Electronic Check,1
    CUST-18790,35,139.28,0.52,2,12,Two-Year,Electronic Check,0
    CUST-18791,28,53.16,0.83,1,67,Month-to-Month,Bank Transfer,1
    CUST-18792,9,91.89,0.7,2,26,Month-to-Month,Bank Transfer,1
    CUST-18793,15,42.85,0.12,2,79,Two-Year,Bank Transfer,1
    CUST-18794,21,102.05,0.24,3,27,Month-to-Month,Electronic Check,1
    CUST-18795,52,36.02,0.02,1,115,One-Year,Electronic Check,0
    CUST-18796,35,83.87,0.35,0,109,Two-Year,Electronic Check,0
    CUST-18797,51,105.17,0.46,2,35,One-Year,Bank Transfer,1
    CUST-18798,55,95.29,0.85,1,13,One-Year,Electronic Check,0
    CUST-18799,44,38.2,0.47,0,118,Month-to-Month,Electronic Check,1
    CUST-18800,65,40.98,0.7,1,56,Month-to-Month,Electronic Check,1
    CUST-18801,25,107.28,0.24,2,69,One-Year,Electronic Check,1
    CUST-18802,47,125.16,0.14,2,43,One-Year,Credit Card,0
    CUST-18803,56,138.05,0.73,1,118,Month-to-Month,Bank Transfer,1
    CUST-18804,38,125.77,0.22,0,81,Month-to-Month,Electronic Check,1
    CUST-18805,11,146.61,0.78,1,83,Month-to-Month,Electronic Check,1
    CUST-18806,67,73.07,0.15,0,84,One-Year,Bank Transfer,0
    CUST-18807,15,63.05,0.77,2,59,Month-to-Month,Electronic Check,1
    CUST-18808,1,23.66,0.7,0,87,Month-to-Month,Electronic Check,1
    CUST-18809,7,78.49,0.55,0,12,Month-to-Month,Electronic Check,1
    CUST-18810,1,104.68,0.77,2,96,One-Year,Credit Card,1
    CUST-18811,49,126.0,0.3,1,29,Month-to-Month,Credit Card,0
    CUST-18812,29,54.77,0.15,3,5,Month-to-Month,Bank Transfer,1
    CUST-18813,26,86.77,0.14,4,49,Month-to-Month,Bank Transfer,1
    CUST-18814,45,106.06,0.24,2,64,Two-Year,Electronic Check,0
    CUST-18815,71,91.71,0.4,2,115,Month-to-Month,Electronic Check,1
    CUST-18816,12,55.62,0.79,2,43,Month-to-Month,Electronic Check,1
    CUST-18817,32,123.52,0.08,3,66,Month-to-Month,Electronic Check,1
    CUST-18818,20,42.54,0.82,0,6,Month-to-Month,Credit Card,1
    CUST-18819,51,137.65,0.83,3,85,One-Year,Electronic Check,1
    CUST-18820,36,143.84,0.65,3,99,Month-to-Month,Bank Transfer,1
    CUST-18821,67,67.52,0.81,2,15,Two-Year,Bank Transfer,1
    CUST-18822,1,68.9,0.69,0,18,One-Year,Credit Card,1
    CUST-18823,27,116.63,0.48,2,49,Two-Year,Bank Transfer,0
    CUST-18824,40,79.32,0.54,3,47,Month-to-Month,Bank Transfer,1
    CUST-18825,14,23.72,0.57,2,2,Month-to-Month,Bank Transfer,1
    CUST-18826,69,139.58,0.11,2,5,One-Year,Credit Card,0
    CUST-18827,6,76.0,0.17,1,37,Month-to-Month,Credit Card,1
    CUST-18828,33,46.45,0.47,3,105,Month-to-Month,Electronic Check,1
    CUST-18829,55,92.24,0.1,0,6,Month-to-Month,Bank Transfer,0
    CUST-18830,19,48.46,0.87,3,115,Month-to-Month,Bank Transfer,1
    CUST-18831,29,46.78,0.46,2,42,Month-to-Month,Bank Transfer,1
    CUST-18832,61,90.95,0.34,4,51,Month-to-Month,Electronic Check,1
    CUST-18833,70,70.84,0.14,4,83,Month-to-Month,Credit Card,1
    CUST-18834,24,94.49,0.37,2,16,Two-Year,Electronic Check,0
    CUST-18835,23,149.59,0.27,4,76,One-Year,Electronic Check,1
    CUST-18836,10,131.67,0.08,2,88,Month-to-Month,Bank Transfer,1
    CUST-18837,54,21.0,0.87,4,73,Two-Year,Electronic Check,1
    CUST-18838,41,26.57,0.24,4,67,Two-Year,Bank Transfer,1
    CUST-18839,49,99.31,0.62,1,81,One-Year,Credit Card,1
    CUST-18840,17,101.41,0.08,3,30,One-Year,Electronic Check,0
    CUST-18841,56,134.16,0.82,1,27,Month-to-Month,Bank Transfer,1
    CUST-18842,45,101.78,0.53,4,88,Two-Year,Electronic Check,1
    CUST-18843,30,49.6,0.59,4,42,Month-to-Month,Bank Transfer,1
    CUST-18844,44,80.91,0.7,0,64,One-Year,Electronic Check,0
    CUST-18845,55,125.17,0.55,7,50,Month-to-Month,Bank Transfer,1
    CUST-18846,19,139.97,0.06,1,39,Month-to-Month,Bank Transfer,1
    CUST-18847,29,50.8,0.39,2,7,Month-to-Month,Bank Transfer,1
    CUST-18848,2,90.15,0.24,2,73,Month-to-Month,Bank Transfer,1
    CUST-18849,36,40.66,0.44,2,16,One-Year,Credit Card,0
    CUST-18850,19,84.61,0.36,1,56,Two-Year,Credit Card,0
    CUST-18851,7,31.71,0.74,3,11,Month-to-Month,Credit Card,1
    CUST-18852,26,142.42,0.22,0,9,One-Year,Credit Card,0
    CUST-18853,38,102.95,0.18,4,1,One-Year,Bank Transfer,0
    CUST-18854,3,131.05,0.86,1,44,Month-to-Month,Credit Card,1
    CUST-18855,66,149.78,0.85,3,35,Two-Year,Credit Card,1
    CUST-18856,71,43.75,0.89,6,84,Month-to-Month,Electronic Check,1
    CUST-18857,43,110.24,0.51,3,51,Two-Year,Bank Transfer,1
    CUST-18858,62,135.31,0.1,0,8,Two-Year,Electronic Check,0
    CUST-18859,71,94.87,0.79,2,71,Month-to-Month,Credit Card,1
    CUST-18860,24,103.16,0.13,3,37,Two-Year,Credit Card,0
    CUST-18861,39,73.0,0.14,1,101,One-Year,Credit Card,0
    CUST-18862,68,107.72,0.17,6,84,Two-Year,Credit Card,1
    CUST-18863,44,71.43,0.59,2,5,Month-to-Month,Bank Transfer,1
    CUST-18864,5,81.96,0.1,3,76,Two-Year,Bank Transfer,1
    CUST-18865,55,33.38,0.7,3,21,One-Year,Credit Card,1
    CUST-18866,30,21.02,0.05,3,84,Month-to-Month,Bank Transfer,1
    CUST-18867,29,27.17,0.1,4,5,One-Year,Credit Card,0
    CUST-18868,26,45.03,0.39,0,23,One-Year,Credit Card,0
    CUST-18869,26,79.36,0.34,2,57,Month-to-Month,Electronic Check,1
    CUST-18870,37,22.73,0.89,0,71,Two-Year,Credit Card,1
    CUST-18871,53,40.27,0.87,3,65,Month-to-Month,Electronic Check,1
    CUST-18872,30,121.59,0.17,4,25,Two-Year,Electronic Check,1
    CUST-18873,3,119.08,0.85,4,19,Month-to-Month,Bank Transfer,1
    CUST-18874,43,122.66,0.62,0,2,Two-Year,Electronic Check,0
    CUST-18875,7,139.8,0.37,1,12,Two-Year,Bank Transfer,0
    CUST-18876,49,35.48,0.67,3,42,Month-to-Month,Bank Transfer,1
    CUST-18877,41,41.21,0.81,1,25,One-Year,Credit Card,1
    CUST-18878,54,63.36,0.16,3,96,Month-to-Month,Electronic Check,1
    CUST-18879,69,138.97,0.18,2,48,Month-to-Month,Bank Transfer,0
    CUST-18880,27,120.81,0.37,0,107,Month-to-Month,Bank Transfer,1
    CUST-18881,8,62.14,0.15,2,82,Month-to-Month,Electronic Check,1
    CUST-18882,32,31.39,0.32,1,31,Two-Year,Credit Card,0
    CUST-18883,64,100.13,0.58,2,58,Month-to-Month,Electronic Check,1
    CUST-18884,10,53.39,0.73,4,61,Month-to-Month,Electronic Check,1
    CUST-18885,13,89.05,0.27,1,44,Month-to-Month,Electronic Check,1
    CUST-18886,63,142.43,0.25,1,9,Two-Year,Credit Card,0
    CUST-18887,35,94.44,0.7,0,21,Month-to-Month,Credit Card,1
    CUST-18888,61,140.1,0.34,2,54,Month-to-Month,Credit Card,1
    CUST-18889,54,71.1,0.74,2,103,One-Year,Electronic Check,1
    CUST-18890,8,102.34,0.89,3,71,Two-Year,Credit Card,1
    CUST-18891,29,136.21,0.88,1,13,Two-Year,Electronic Check,1
    CUST-18892,41,96.44,0.6,3,84,One-Year,Electronic Check,1
    CUST-18893,30,99.94,0.34,1,13,Month-to-Month,Credit Card,0
    CUST-18894,21,113.12,0.06,3,52,One-Year,Credit Card,0
    CUST-18895,11,134.67,0.66,1,28,Two-Year,Electronic Check,1
    CUST-18896,2,31.46,0.88,4,101,Two-Year,Bank Transfer,1
    CUST-18897,50,63.79,0.06,2,89,Month-to-Month,Credit Card,1
    CUST-18898,41,71.7,0.01,3,46,Month-to-Month,Credit Card,0
    CUST-18899,66,138.26,0.75,3,48,Month-to-Month,Electronic Check,1
    CUST-18900,3,144.28,0.09,1,109,One-Year,Bank Transfer,1
    CUST-18901,51,35.65,0.07,1,90,One-Year,Bank Transfer,0
    CUST-18902,68,35.48,0.82,4,108,Month-to-Month,Electronic Check,1
    CUST-18903,25,141.53,0.07,1,97,Month-to-Month,Electronic Check,1
    CUST-18904,30,58.45,0.1,2,104,Two-Year,Bank Transfer,1
    CUST-18905,11,51.44,0.51,5,40,Month-to-Month,Bank Transfer,1
    CUST-18906,17,24.63,0.68,1,119,One-Year,Electronic Check,1
    CUST-18907,26,55.83,0.36,2,54,Month-to-Month,Credit Card,1
    CUST-18908,23,110.16,0.38,3,27,One-Year,Bank Transfer,1
    CUST-18909,56,75.38,0.57,1,79,Month-to-Month,Bank Transfer,1
    CUST-18910,52,87.19,0.45,4,3,One-Year,Bank Transfer,0
